name,category,rating_value,rating_count,StoryLine,keywords,Genres
國王 (2019),War,7.2,82488.0,"Hal (Timothée Chalamet), wayward prince and reluctant heir to the English throne, has turned his back on royal life and is living among the people. But when his tyrannical father dies, Hal is crowned King Henry V and is forced to embrace the life he had previously tried to escape. Now the young king must navigate the palace politics, chaos and war his father left behind, and the emotional strings of his past life - including his relationship with his closest friend and mentor, the aging alcoholic knight, John Falstaff (Joel Edgerton).","['british royalty', 'combat', '15th century', 'king', 'battle of agincourt']","['Biography', 'Drama', 'History', 'Romance', 'War']"
鋼鐵英雄 (2016),War,8.1,423575.0,"The true story of Desmond T. Doss, the conscientious objector who, at the Battle of Okinawa, was awarded the Medal of Honor for his incredible bravery and regard for his fellow soldiers. We see his upbringing and how this shaped his views, especially his religious view and anti-killing stance. We see Doss's trials and tribulations after enlisting in the US Army and trying to become a medic. Finally, we see the hell on Earth that was Hacksaw Ridge.","['world war two', 'conscientious objector', 'soldier', 'medic', '1940s']","['Biography', 'Drama', 'History', 'War']"
SEAL Team ,War,7.5,15030.0,"The lives of the elite Navy SEALs as they train, plan and execute the most dangerous, high-stakes missions our country can ask.","['u.s. military', 'military', 'international', 'acronym in title', 'military uniform']","['Action', 'Drama', 'War']"
現代啟示錄 (1979),War,8.4,595953.0,"It is the height of the war in Vietnam, and U.S. Army Captain Willard is sent by Colonel Lucas and a General to carry out a mission that, officially, 'does not exist - nor will it ever exist'. The mission: To seek out a mysterious Green Beret Colonel, Walter Kurtz, whose army has crossed the border into Cambodia and is conducting hit-and-run missions against the Viet Cong and NVA. The army believes Kurtz has gone completely insane and Willard's job is to eliminate him. Willard, sent up the Nung River on a U.S. Navy patrol boat, discovers that his target is one of the most decorated officers in the U.S. Army. His crew meets up with surfer-type Lt-Colonel Kilgore, head of a U.S Army helicopter cavalry group which eliminates a Viet Cong outpost to provide an entry point into the Nung River. After some hair-raising encounters, in which some of his crew are killed, Willard, Lance and Chef reach Colonel Kurtz's outpost, beyond the Do Lung Bridge. Now, after becoming prisoners of Kurtz, will...","['vietnam', 'jungle', 'vietnam war', 'secret mission', 'anti war']","['Drama', 'Mystery', 'War']"
悲慘世界 (2012),War,7.6,304630.0,"Jean Valjean, known as Prisoner 24601, is released from prison and breaks parole to create a new life for himself while evading the grip of the persistent Inspector Javert. Set in post-revolutionary France, the story reaches resolution against the background of the June Rebellion.","['rebellion', 'france', 'orphan', 'parole', 'barricade']","['Drama', 'History', 'Musical', 'Romance', 'War']"
M*A*S*H ,War,8.4,49504.0,"The 4077th Mobile Army Surgical Hospital is stuck in the middle of the Korean War. With little help from the circumstance in which they find themselves, they are forced to make their own fun. Fond of practical jokes and revenge, the doctors, nurses, administrators, and soldiers often find ways of making wartime life bearable. Nevertheless, the war goes on.","['korean war', 'mobile army surgical hospital', 'u.s. military', 'field hospital', 'entire title is capitalized acronym']","['Comedy', 'Drama', 'War']"
神力女超人 (2017),War,7.4,540325.0,"Diana, princess of the Amazons, trained to be an unconquerable warrior. Raised on a sheltered island paradise, when a pilot crashes on their shores and tells of a massive conflict raging in the outside world, Diana leaves her home, convinced she can stop the threat. Fighting alongside man in a war to end all wars, Diana will discover her full powers and her true destiny.","['anti war', 'long haired woman', 'brunette', 'caught naked', 'trying on clothes']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'War']"
金甲部隊 (1987),War,8.3,663658.0,"A two-segment look at the effect of the military mindset and war itself on Vietnam era Marines. The first half follows a group of recruits in boot camp under the command of the punishing Gunnery Sergeant Hartman. The second half shows one of those recruits, Joker, covering the war as a correspondent for Stars and Stripes, focusing on the Tet offensive.","['military', 'vietnam war', 'drill instructor', 'u.s. marine', 'u.s. marine corps']","['Drama', 'War']"
贖罪 (2007),War,7.8,246568.0,"When Briony Tallis (Saoirse Ronan), thirteen-years-old and an aspiring writer, sees her older sister Cecilia (Keira Knightley) and Robbie Turner (James McAvoy) at the fountain in front of the family estate, she misinterprets what is happening, thus setting into motion a series of misunderstandings and a childish pique that will have lasting repercussions for all of them. Robbie is the son of a family servant toward whom the family has always been kind. They paid for his time at Cambridge and now he plans on going to medical school. After the fountain incident, Briony reads a letter intended for Cecilia and concludes that Robbie is a deviant. When her cousin Lola (Juno Temple) is raped, she tells the Police that it was Robbie she saw committing the deed.","['world war two', 'rape', 'false accusation', 'sex', 'loss of virginity']","['Drama', 'Mystery', 'Romance', 'War']"
越戰獵鹿人 (1978),War,8.1,306590.0,"Michael, Steven and Nicky are 3 best friends who enjoy going Deer hunting quote often. These men get enlisted to head to Vietnam to fight for their country and celebrate with a farewell party, as well as Nicky marrying a pregnant woman named ""Angela."" After the horrors during the war and edge-grabbing games of Russian Roulette that these men are forced to play, Michael returns home and realizes that his Deer hunting outings aren't the same as they used to be, because of the war and he eventually finds out that Steven is handicapped and Nicky hasn't returned from Vietnam, and in response, he heads back to Vietnam to rescue him.","['american imperialism', 'russian roulette', 'vietnam war veteran', 'psychic', 'disorder']","['Drama', 'War']"
羊男的迷宮 (2006),War,8.2,610687.0,"In 1944 Falangist Spain, a girl, fascinated with fairy-tales, is sent along with her pregnant mother to live with her new stepfather, a ruthless captain of the Spanish army. During the night, she meets a fairy who takes her to an old faun in the center of the labyrinth. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks. If she fails, she will never prove herself to be the true princess and will never see her real father, the king, again.","['fairy', 'hiding', 'maze', 'spain', 'labyrinth']","['Drama', 'Fantasy', 'War']"
花木蘭 (1998),War,7.6,251101.0,"This retelling of the old Chinese folktale is about the story of a young Chinese maiden who learns that her weakened and lame father is to be called up into the army in order to fight the invading Huns. Knowing that he would never survive the rigours of war in his state, she decides to disguise herself and join in his place. Unknown to her, her ancestors are aware of this and to prevent it, they order a tiny disgraced dragon, Mushu to join her in order to force her to abandon her plan. He agrees, but when he meets Mulan, he learns that she cannot be dissuaded and so decides to help her in the perilous times ahead.","['woman disguised as a man', 'cartoon violence', 'war violence', 'violence', 'girl disguised as boy']","['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical', 'War']"
羅馬的榮耀 ,War,8.7,152076.0,"In this British historical drama, the turbulent transition from Roman republic to autocratic empire, which changed world history through civil war and wars of conquest, is sketched both from the aristocratic viewpoint of Julius Caesar, his family, his adopted successor Octavian Augustus, and their political allies and adversaries, and from the politically naive viewpoint of a few ordinary Romans, notably the soldiers Lucius Vorenus and Titus Pullo and their families.","['male nudity', 'italy', 'uncircumcised penis', 'historical fiction', 'bad mother']","['Action', 'Drama', 'History', 'Romance', 'War']"
梅爾吉勃遜之英雄本色 (1995),War,8.3,946944.0,"William Wallace is a Scottish rebel who leads an uprising against the cruel English ruler Edward the Longshanks, who wishes to inherit the crown of Scotland for himself. When he was a young boy, William Wallace's father and brother, along with many others, lost their lives trying to free Scotland. Once he loses another of his loved ones, William Wallace begins his long quest to make Scotland free once and for all, along with the assistance of Robert the Bruce.","['scotland', 'revolt', 'based on true story', 'england', 'legend']","['Biography', 'Drama', 'History', 'War']"
索多瑪120天 (1975),War,5.9,53322.0,"Nazi-Fascist Northern Italy, 1943-44. Four senior members of government, aided by henchmen and Nazi soldiers, kidnap a group of young men and women. They hold them for 120 days, subjecting them to all manner of torture, perversion and degradation.","['banned film', 'voyeur', 'sexual torture', 'sexual cruelty', 'masturbation']","['Drama', 'Horror', 'War']"
大敵當前 (2001),War,7.6,240026.0,"In World War II, the fall of Stalingrad will mean the collapse of the whole country. The Germans and Russians are fighting over every block, leaving only ruins behind. The Russian sniper Vassili Zaitsev stalks the Germans, taking them out one by one, thus hurting the morale of the German troops. The political officer Danilov leads him on, publishing his efforts to give his countrymen some hope. But Vassili eventually starts to feel that he can not live up to the expectations on him. He and Danilov fall in love with the same girl, Tanya, a female soldier. From Germany comes the master sniper König to put an end to the extraordinary skilled Russian sniper.","['sniper', 'stalingrad', 'battle', 'world war two soldier', 'weapon']","['Drama', 'History', 'War']"
真愛伴我行 (2000),War,7.5,88664.0,"Malèna is about the peril of a beauty through the eyes of a 12 year old kid named Renato. He experiences three things on the same day, beginning of war, getting a bike and sees the arrival of Malèna in town. Through his eyes, we see the curse of beauty and loneliness of Malena, whose husband is presumed to be dead, and through his soul we see his love for her.","['female removes her clothes', 'female pubic hair', 'masturbation', 'teenage sex', 'teenage sexuality']","['Comedy', 'Drama', 'Romance', 'War']"
見證 (1985),War,8.3,55901.0,"The feature film directed by Elem Klimov, shot in the genre of military drama. The action takes place on the territory of Belarus in 1943. In the center of the story is a Belarusian boy, who witnesses the horrors of the Nazi punitive action, turning from a cheerful teenager into a gray-haired old man for two days.","['mass murder', 'nazi occupied soviet union', 'crime against humanity', 'year 1943', 'brutality']","['Drama', 'Thriller', 'War']"
永不屈服 (2014),War,7.2,145668.0,"The life of Louis Zamperini, an Olympic athlete who joined the armed forces during the second world war. Only to be captured by the Japanese navy after a plane crash in the Pacific. During his capture, Louie must continue his fight by surviving through the war.","['plane crash', 'torture', 'prisoner of war', 'emaciation', 'prison camp']","['Action', 'Biography', 'Drama', 'Sport', 'War']"
瞞天機密 (2019),War,7.3,29204.0,"A morality tale for the 21st century, Official Secrets tells the true story of British Intelligence whistle-blower Katharine Gun who, during the immediate run-up to the 2003 Iraq invasion, leaked a top secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing smaller, undecided member states into voting for war. At great personal and professional risk, journalist Martin Bright published the leaked document in The Observer newspaper in London, and the story made headlines around the world. Members of the Security Council were outraged and any chance of a UN resolution in favour of war collapsed. But within days, Bush declared he no longer needed UN backing and invaded anyway. As Iraq descended into chaos, Katharine was arrested and charged with breaching the Official Secrets Act. Martin faced potential charges too. Their legal battles exposed the highest levels of government in both London and Washington ...","['whistleblower', 'british politics', 'courtroom', 'husband wife relationship', 'politics']","['Biography', 'Crime', 'Drama', 'Romance', 'Thriller', 'War']"
白皇后 ,War,7.8,23125.0,"A portrayal of one of the most dramatic and turbulent times in English history. A story of love and lust, seduction and deception, betrayal and murder, it is uniquely told through the perspective of three different, yet equally relentless women - Elizabeth Woodville, Margaret Beaufort and Anne Neville. In their quest for power, they will scheme, manipulate and seduce their way onto the English throne. The year is 1464, before the Tudor dynasty ruled the country, and war has been ravaging throughout England over who is the rightful King. It is a bitter dispute between two sides of the same family, The House of York and The House of Lancaster. The House of York's young and handsome Edward IV is crowned King of England with the help of the master manipulator, Lord Warwick ""The Kingmaker."" But when Edward falls in love with a beautiful Lancastrian commoner, Elizabeth Woodville, Warwick's plan to control the throne comes crashing down. A violent, high-stakes struggle ensues between ...","['15th century', 'throne', 'crown', 'secret meeting', 'england']","['Drama', 'History', 'Romance', 'War']"
怒火特攻隊 (2014),War,7.6,418335.0,"April, 1945. As the Allies make their final push in the European Theatre, a battle-hardened Army sergeant named Wardaddy commands a Sherman tank and his five-man crew on a deadly mission behind enemy lines. Outnumbered, out-gunned, and with a rookie soldier thrust into their platoon, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.","['battle', 'tank', 'battlefield', 'world war two', 'american soldier']","['Action', 'Drama', 'War']"
美麗人生 (1997),War,8.6,611195.0,"In 1930s Italy, a carefree Jewish book keeper named Guido starts a fairy tale life by courting and marrying a lovely woman from a nearby city. Guido and his wife have a son and live happily together until the occupation of Italy by German forces. In an attempt to hold his family together and help his son survive the horrors of a Jewish Concentration Camp, Guido imagines that the Holocaust is a game and that the grand prize for winning is a tank.","['jewish', 'world war two', 'nazi occupation', 'tank', 'holocaust']","['Comedy', 'Drama', 'Romance', 'War']"
戰地琴人 (2002),War,8.5,714449.0,"In this adaptation of the autobiography ""The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945,"" Wladyslaw Szpilman, a Polish Jewish radio station pianist, sees Warsaw change gradually as World War II begins. Szpilman is forced into the Warsaw Ghetto, but is later separated from his family during Operation Reinhard. From this time until the concentration camp prisoners are released, Szpilman hides in various locations among the ruins of Warsaw.","['pianist', 'holocaust', 'survival', 'poland', 'nazi occupied poland']","['Biography', 'Drama', 'Music', 'War']"
北非諜影 (1942),War,8.5,513890.0,"The story of Rick Blaine, a cynical world-weary ex-patriate who runs a nightclub in Casablanca, Morocco during the early stages of WWII. Despite the pressure he constantly receives from the local authorities, Rick's cafe has become a kind of haven for refugees seeking to obtain illicit letters that will help them escape to America. But when Ilsa, a former lover of Rick's, and her husband, show up to his cafe one day, Rick faces a tough challenge which will bring up unforeseen complications, heartbreak and ultimately an excruciating decision to make.","['nazi', 'love triangle', 'casablanca morocco', 'anti nazi', 'french morocco']","['Drama', 'Romance', 'War']"
模仿遊戲 (2014),War,8.0,673028.0,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","['world war two', 'cryptography', 'enigma code', 'mathematician', 'computer']","['Biography', 'Drama', 'Thriller', 'War']"
美國狙擊手 (2014),War,7.3,432892.0,"Chris Kyle (Bradley Cooper) was nothing more than a Texas man who dreamt of becoming a cowboy, but in his thirties he found out that maybe his life needed something different, something where he could express his real talent, something that could help America in its fight against terrorism. So he joined the S.E.A.L.s in order to become a sniper. After marrying Taya (Sienna Miller), Kyle and the other members of the team are called for their first tour of Iraq. Kyle's struggle isn't with his missions, but about his relationship with the reality of the war and, once returned at home, how he manages to handle it with his urban life, his wife, and kids.","['assassin', 'violence', 'iraq war', 'sniper', 'mercenary']","['Action', 'Biography', 'Drama', 'War']"
The Painted Bird (2019),War,7.3,2966.0,"In an unidentified area of war-torn Eastern Europe, a young boy is sent by his parents to live in safety with his aunt. But she dies unexpectedly, so he sets off on a journey to return home. He roams alone in a wild and hostile world in which only local rules, prejudices and superstitions apply. His struggle for virtually physical survival after the war turns into a battle of a different type. A battle that he doesn't even realize, a fight with himself, a fight for his soul, for his future.","['abuse of power', 'survival', 'existentialism', 'intolerance', 'social outcast']","['Drama', 'War']"
A Call to Spy (2019),War,5.9,580.0,"In the beginning of WWII, with Britain becoming desperate, Churchill orders his new spy agency -- the Special Operations Executive (SOE) -- to recruit and train women as spies. Their daunting mission: conduct sabotage and build a resistance. SOE's ""spymistress,"" Vera Atkins (Stana Katic), recruits two unusual candidates: Virginia Hall (Sarah Megan Thomas), an ambitious American with a wooden leg, and Noor Inayat Khan (Radhika Atpe), a Muslim pacifist. Together, these women help to undermine the Nazi regime in France, leaving an unmistakable legacy in their wake. Inspired by true stories.","['world war two', 'espionage']","['Biography', 'Drama', 'Thriller', 'War']"
Hogan's Heroes ,War,7.9,8449.0,Colonel Hogan leads a ragtag band of POW's caught behind German lines in this popular television comedy. The bumbling Germans give Hogan and his crew plenty of opportunities to sabotage their war efforts. Colonel Klink is more concerned with having everything run smoothly and avoiding any trouble with his superiors (especially anything that might result in his being reassigned and sent to the front) than with being tough on Hogan and his fellow prisoners.,"['prisoner of war camp', 'prisoner of war', 'military spoof', 'american soldier', 'prison camp']","['Comedy', 'War']"
黑鷹計劃 (2001),War,7.7,359989.0,"Action/war drama based on the best-selling book detailing a near-disastrous mission in Somalia on October 3, 1993. On this date nearly 100 U.S. Army Rangers, commanded by Capt. Mike Steele, were dropped by helicopter deep into the capital city of Mogadishu to capture two top lieutenants of a Somali warlord. This led to a large and drawn-out firefight between the Army Rangers, US Special Forces, and hundreds of Somali gunmen; resulting in the destruction of two U.S. Black Hawk helicopters. The film focuses on the heroic efforts of various Rangers to get to the downed black hawks, centering on SSG Eversmann, leading the Ranger unit Chalk Four to the first black hawk crash site, Chief Warrant Officer Durant who was captured after being the only survivor of the second black hawk crash, as well as many others who were involved.","['somalia', 'u.s. soldier', 'u.s. army', 'gunfight', 'street shootout']","['Drama', 'History', 'War']"
王者天下 (2005),War,7.2,263890.0,"It is the time of the Crusades during the Middle Ages - the world shaping 200-year collision between Europe and the East. A blacksmith named Balian has lost his family and nearly his faith. The religious wars raging in the far-off Holy Land seem remote to him, yet he is pulled into that immense drama. Amid the pageantry and intrigues of medieval Jerusalem he falls in love, grows into a leader, and ultimately uses all his courage and skill to defend the city against staggering odds. Destiny comes seeking Balian in the form of a great knight, Godfrey of Ibelin, a Crusader briefly home to France from fighting in the East. Revealing himself as Balian's father, Godfrey shows him the true meaning of knighthood and takes him on a journey across continents to the fabled Holy City. In Jerusalem at that moment--between the Second and Third Crusades--a fragile peace prevails, through the efforts of its enlightened Christian king, Baldwin IV, aided by his advisor Tiberias, and the military ...","['crusader', '12th century', 'jerusalem', 'templar', 'knights templar']","['Action', 'Adventure', 'Drama', 'History', 'War']"
決戰時刻 (2000),War,7.2,251859.0,"It is 1776 in colonial South Carolina. Benjamin Martin, a French-Indian war hero who is haunted by his past, now wants nothing more than to live peacefully on his small plantation, and wants no part of a war with the most powerful nation in the world, Great Britain. Meanwhile, his two eldest sons, Gabriel and Thomas, can't wait to enlist in the newly formed ""Continental Army."" When South Carolina decides to join the rebellion against England, Gabriel immediately signs up to fight...without his father's permission. But when Colonel William Tavington, British dragoon, infamous for his brutal tactics, comes and burns the Martin Plantation to the ground, tragedy strikes. Benjamin quickly finds himself torn between protecting his family, and seeking revenge along with being a part of the birth of a new, young, and ambitious nation.","['american revolution', 'hero', 'standoff', 'father son relationship', 'george washington character']","['Action', 'Drama', 'History', 'War']"
誓血五人組 (2020),War,6.5,32718.0,"From Academy Award® Winner Spike Lee comes a new joint: the story of four African American Vets - Paul (Delroy Lindo), Otis (Clarke Peters), Eddie (Norm Lewis), and Melvin (Isiah Whitlock, Jr.) - who return to Vietnam. Searching for the remains of their fallen Squad Leader (Chadwick Boseman) and the promise of buried treasure, our heroes, joined by Paul's concerned son (Jonathan Majors), battle forces of Man and Nature - while confronted by the lasting ravages of The Immorality of The Vietnam War.","['1960s', 'reciting the 23rd psalm', 'post traumatic stress disorder', 'father son relationship', 'multiple aspect ratios']","['Adventure', 'Drama', 'War']"
13小時：班加西的秘密士兵 (2016),War,7.3,116226.0,"Libya, 2012. At an unofficial CIA base in Benghazi a group of ex-military contractors are providing security. In the aftermath of Gaddafi's downfall a power vacuum exists and the climate is volatile. Military weapons are freely available. The US Ambassador to Libya, Chris Stevens, makes a visit to the area, staying in a compound near the CIA base. On the night of 11 September, 2012, the Ambassador's compound is attacked by hordes of heavily armed locals. The only forces willing and able to defend it are six CIA contractors.","['libya', 'mercenary', 'u.s. ambassador', 'cia agent', 'car chase']","['Action', 'Drama', 'History', 'War']"
林肯 (2012),War,7.3,241626.0,"In 1865, as the American Civil War winds inexorably toward conclusion, U.S. president Abraham Lincoln endeavors to achieve passage of the landmark constitutional amendment which will forever ban slavery from the United States. However, his task is a race against time, for peace may come at any time, and if it comes before the amendment is passed, the returning southern states will stop it before it can become law. Lincoln must, by almost any means possible, obtain enough votes from a recalcitrant Congress before peace arrives and it is too late. Yet the president is torn, as an early peace would save thousands of lives. As the nation confronts its conscience over the freedom of its entire population, Lincoln faces his own crisis of conscience -- end slavery or end the war.","['based on real person', 'politics', 'cultural conflict', 'based on true story', 'american history']","['Biography', 'Drama', 'History', 'War']"
Yellowstone ,Western,8.5,24146.0,"Yellowstone follows the Dutton family, led by John Dutton, who controls the largest contiguous ranch in the United States, under constant attack by those it borders - land developers, an Indian reservation, and America's first National Park. It is an intense study of a violent world far from media scrutiny - where land grabs make developers billions, and politicians are bought and sold by the world's largest oil and lumber corporations. Where drinking water poisoned by fracking wells and unsolved murders are not news: they are a consequence of living in the new frontier. It is the best and worst of America seen through the eyes of a family that represents both.",['ranch'],"['Drama', 'Western']"
火線警探 ,Western,8.6,84369.0,"U.S. Marshal Raylan Givens is a modern day nineteenth century-style lawman, enforcing his brand of justice in a way that puts a target on his back with criminals, and places him at odds with his bosses in the Marshal service. That conflict results in a reassignment for Givens to the U.S. District covering the town where he grew up. He is an anachronism, a tough, soft-spoken gentleman who finds his quarry fascinating, but never gives an inch. Dig under his placid skin and you'll find an angry man who grew up hard in rural Kentucky, with an outlaw father, who knows a lot more about who he doesn't want to be than who he really is.","['reference to the gunfight at the o.k. corral', 'reference to the o.k. corral', 'gang', 'spaghetti western', 'cowboy']","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller', 'Western']"
News of the World (2020),Western,,,"Five years after the end of the Civil War, Captain Jefferson Kyle Kidd (Tom Hanks), a veteran of three wars, now moves from town to town as a non-fiction storyteller, sharing the news of presidents and queens, glorious feuds, devastating catastrophes, and gripping adventures from the far reaches of the globe. In the plains of Texas, he crosses paths with Johanna (Helena Zengel ), a 10-year-old taken in by the Kiowa people six years earlier and raised as one of their own. Johanna, hostile to a world she's never experienced, is being returned to her biological aunt and uncle against her will. Kidd agrees to deliver the child where the law says she belongs. As they travel hundreds of miles into the unforgiving wilderness, the two will face tremendous challenges of both human and natural forces as they search for a place that either can call home.","['1800s', 'rescue', 'wild west', 'cowboy', 'spaghetti western']","['Action', 'Adventure', 'Drama', 'Western']"
決殺令 (2012),Western,8.4,1329757.0,"In 1858, a bounty hunter named Schultz seeks out a slave named Django and buys him because he needs him to find some men he is looking for. After finding them, Django wants to find his wife, Broomhilda, who along with him were sold separately by his former owner for trying to escape. Schultz offers to help him if he chooses to stay with him and be his partner. Eventually they learn that she was sold to a plantation in Mississippi. Knowing they can't just go in and say they want her, they come up with a plan so that the owner will welcome them into his home and they can find a way.","['racial vengeance', 'racial violence', 'historically inaccurate', 'sadism', 'slavery']","['Drama', 'Western']"
Little House on the Prairie ,Western,7.4,17026.0,"A long-running drama based upon the ""Little House"" series of books by Laura Ingalls Wilder, ""Little House on the Prairie"" follows the lives of the simple, farming Ingalls family: Charles, Caroline, Mary, Laura, Carrie and then Grace and the later adopted Albert, James and Cassandra, who settle into a quaint little house on the banks of Plum Creek near the small town of Walnut Grove during the late 1800s. Often narrated by Laura, the series follows her simple farm upbringing from her childhood until her adulthood with Almanzo Wilder with whom she starts a family of her own. While the series is based upon the Little House books (and thus the real life of author Laura Ingalls Wilder), it is a very loose adaptation, with mostly only key events and elements of fact surviving the transition from book to TV series, the most important being Mary's eventual blindness, and Laura's future. Several other fictitious (some factual) characters make up the friendly community of Walnut Grove, ...","['19th century', '1880s', '1870s', 'hallmark channel', 'house']","['Drama', 'Family', 'Romance', 'Western']"
Longmire ,Western,8.3,28375.0,"Walt Longmire is the charismatic, dedicated and unflappable sheriff of Absaroka County. Widowed only a year, Longmire is a man in psychic repair that buries his pain behind a brave face and dry wit. Struggling since his wife's death and at the urging of his daughter, Cady, Longmire knows that the time has come to turn his life around. With the help of Vic, a female deputy new to the department, he becomes reinvigorated about his job and committed to running for re-election. When Branch, an ambitious, young deputy decides to run against him for sheriff, Longmire feels betrayed but remains steadfast in his dedication to the community. Longmire often turns to close friend and confidant Henry Standing Bear for support as he sets out to rebuild both his personal and professional life, one step at a time.","['sheriff', 'wyoming', 'father daughter relationship', 'character name as series title', 'neo western']","['Action', 'Crime', 'Drama', 'Western']"
八惡人 (2015),Western,7.8,504019.0,"Some time after the Civil War, a stagecoach hurtles through the wintry Wyoming landscape. Bounty hunter John Ruth and his fugitive captive Daisy Domergue race towards the town of Red Rock, where Ruth will bring Daisy to justice. Along the road, they encounter Major Marquis Warren (an infamous bounty hunter) and Chris Mannix (a man who claims to be Red Rock's new sheriff). Lost in a blizzard, the bunch seeks refuge at Minnie's Haberdashery. When they arrive they are greeted by unfamiliar faces: Bob, who claims to be taking care of the place while Minnie is gone; Oswaldo Mobray, the hangman of Red Rock; Joe Gage, a cow puncher; and confederate general Sanford Smithers. As the storm overtakes the mountainside, the eight travelers come to learn that they might not make it to Red Rock after all...","['bounty hunter', 'murder', 'blizzard', 'stagecoach', 'blood vomiting']","['Crime', 'Drama', 'Mystery', 'Thriller', 'Western']"
絕地7騎士 (2016),Western,6.9,182451.0,"Director Antoine Fuqua brings his modern vision to a classic story in The Magnificent Seven. With the town of Rose Creek under the deadly control of industrialist Bartholomew Bogue, the desperate townspeople employ protection from seven outlaws, bounty hunters, gamblers and hired guns. As they prepare the town for the violent showdown that they know is coming, these seven mercenaries find themselves fighting for more than money.","['showdown', 'remake', 'industrialist', 'bounty hunter', 'gunfighter']","['Action', 'Adventure', 'Western']"
The Ranch ,Western,7.5,32779.0,"The Ranch is a comedy revolving around a former pro football player who returns to Colorado to help run the family ranch business. The show takes place on the fictional Iron River Ranch in Garrison, Colorado, detailing the life of the Bennetts, a dysfunctional family consisting of two brothers, their rancher father, and his separated wife and local bar owner.","['colorado', 'female bartender', 'rural setting', 'bar', 'mother son relationship']","['Comedy', 'Drama', 'Western']"
Hell on Wheels ,Western,8.3,47117.0,"Cullen Bohannon, a former soldier and slaveholder, follows the track of a band of Union soldiers, the killers of his wife. This brings him to the middle of one of the biggest projects in US history, the building of the transcontinental railroad. After the war years in the 1860s, this undertaking connected the prospering east with the still wild west.","['transcontinental railroad', 'wild west', 'freed slave', '1860s', 'survival']","['Drama', 'Western']"
Gunsmoke ,Western,7.9,4979.0,"Marshal Matt Dillon is in charge of Dodge City, a town in the wild west where people often have no respect for the law. He deals on a daily basis with the problems associated with frontier life: cattle rustling, gunfights, brawls, standover tactics, and land fraud. Such situations call for sound judgement and brave actions: of which Marshal Dillon has plenty.","['marshal', 'famous opening theme', 'phoenix arizona', 'arizona']",['Western']
赤膽屠龍 (1959),Western,8.0,55292.0,"Sheriff John T. Chance has his hands full after arresting Joe Burdette for murder. He knows that Burdette's brother Nathan, a powerful rancher, will go to any lengths to get him out of jail. Chance's good friend Pat Wheeler offers to help but within 20 minutes of making the offer is gunned down in the street, shot in the back. That leaves his elderly deputy Stumpy, the town drunk Dude - once a deputy and a pretty good shot when he was sober - and a young hand, Colorado, who used to work for Wheeler. Nathan Burdette meanwhile has a couple of dozen men at his disposal. Chance does his best to prepare all the while romancing a pretty gambler who goes by the name of Feathers.","['gunfighter', 'deputy', 'sheriff', 'cripple', 'gambler']","['Action', 'Drama', 'Western']"
真愛一世情 (1994),Western,7.6,146329.0,"In early twentieth century Montana, Colonel William Ludlow (Sir Anthony Hopkins) lives in the wilderness with his sons, Tristan (Brad Pitt), Alfred (Aidan Quinn), and Samuel (Henry Thomas). Eventually, the unconventional, but close-knit, family encounters tragedy when Samuel is killed in World War I. Tristan and Alfred survive their tours of duty, but, soon after they return home, both men fall for Samuel's gorgeous fiancée, Susannah (Julia Ormond), and their intense rivalry begins to destroy the family.","['f word', 'no opening credits', 'violence', 'sex scene', 'sexual positions']","['Drama', 'Romance', 'War', 'Western']"
神鬼獵人 (2015),Western,8.0,690637.0,"While exploring uncharted wilderness in 1823, legendary frontiersman Hugh Glass sustains injuries from a brutal bear attack. When his hunting team leaves him for dead, Glass must utilize his survival skills to find a way back home while avoiding natives on their own hunt. Grief-stricken and fueled by vengeance, Glass treks through the wintry terrain to track down John Fitzgerald, the former confidant who betrayed and abandoned him.","['survival', 'bear attack', 'native american', 'left to die', 'based on true story']","['Action', 'Adventure', 'Drama', 'History', 'Western']"
閃亮的馬鞍 (1974),Western,7.7,124338.0,"The Ultimate Western Spoof. A town where everyone seems to be named Johnson is in the way of the railroad. In order to grab their land, Hedley Lemar (Harvey Korman), a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor (Mel Brooks). Hedley convinces him to send the town the first Black sheriff (Cleavon Little) in the west. Bart is a sophisticated urbanite who will have some difficulty winning over the townspeople.","['cowboys and outlaws', 'absurd humor', 'spoof', 'n word', 'black cowboy']","['Comedy', 'Western']"
